kr,eng
"우리는 삶의 모든 측면에서 항상 ""내가 가치있는 사람일까?"" ""내가 무슨 가치가 있을까?""라는 질문을 끊임없이 던지곤 합니다. 하지만 저는 우리가 날 때부터 가치 있다 생각합니다. (오프라 윈프리, 인생명언)","In every aspect of our lives, we are always asking ourselves, How am I of value? What is my worth? Yet I believe that worthiness is our birthright. (Oprah Winfrey)"
"다른 사람이 가져오는 변화나 더 좋은 시기를 기다리기만 한다면 결국 변화는 오지 않을 것이다. 우리 자신이 바로 우리가 기다리던 사람들이다. 우리 자신이 바로 우리가 찾는 변화다. (버락 오바마, 인생명언)",Change will not come if we wait for some other person or some other time. We are the ones we've been waiting for. We are the change that we seek. (Barack Obama)
"어린 시절 우리는 어른이 되면 더 이상 나약하지 않을 거라 생각했다. 하지만 어른이 된다는 것은 나약함을 받아들이는 것이다. 살아있다는 것은 나약하다는 것이다. (매들린 랭글, 인생명언)","When we were children, we used to think that when we were grown-up we would no longer be vulnerable. But to grow up is to accept vulnerability... To be alive is to be vulnerable. (Madeleine L'Engle)"
"네 믿음은 네 생각이 된다. 네 생각은 네 말이 된다. 네 말은 네 행동이 된다. 네 행동은 네 습관이 된다. 네 습관은 네 가치가 된다. 네 가치는 네 운명이 된다. (마하트마 간디, 인생명언)",Your beliefs become your thoughts. Your thoughts become your words. Your words become your actions. Your actions become your habits. Your habits become your values. Your values become your destiny. (Mahatma Gandhi)
"세상에는 일곱 가지 죄가 있다. 노력 없는 부, 양심 없는 쾌락, 인격 없는 지식, 도덕성 없는 상업, 인성 없는 과학, 희생 없는 기도, 원칙 없는 정치가 그것이다. (마하트마 간디, 인생명언)","There are seven sins in the world: Wealth without work, Pleasure without conscience, Knowledge without character, Commerce without morality, Science without humanity, Worship without sacrifice and politics without principle. (Mahatma Gandhi)"
"나는 매우 일찍 인생을 무조건 받아들이기로 결정했다. 나는 인생이 나를 위해 특별한 것을 해줄 거라고는 결코 기대하지 않았다. 하지만 나는 내가 희망했던 것보다 훨씬 더 많은 것을 이룬 것 같았다. 대부분의 경우 그런 일은 내가 찾지 않아도 저절로 일어났다. (오드리 햅번, 인생명언)","I decided, very early on, just to accept life unconditionally; I never expected it to do anything special for me, yet I seemed to accomplish far more than I had ever hoped. Most of the time it just happened to me without my ever seeking it. (Audrey Hepburn)"
"이(利)를 보고 의(義)를 생각하며, 위태한 것을 보고 목숨을 내어 주며, 오랜 약속을 잊지 아니하는 사람이야말로 완전한 인간이라 할 수 있다. (見利思義 見危授命 久要不忘平生之言 亦可以爲成人矣 / 견리사의 견위수명 구요 불망평생지언 역가이위성인의) (공자, 인생명언)",The man who in view of gain thinks of righteousness; who in the view of danger is prepared to give up his life; and who does not forget an old agreement however far back it extends - such a man may be reckoned a complete man. (Confucius)
"젊음이 행복하다는 것은 그것을 잃은 사람들의 착각이다. 하지만 젊은이들은 자신에게 주입된 거짓된 이상으로 가득차 있기에 괴롭다는 것을 알고 있다. 그리고 현실을 마주할 때마다 멍들고 상처입는다. (윌리엄 서머셋 모옴, 인생명언)","It is an illusion that youth is happy, an illusion of those who have lost it; but the young know they are wretched for they are full of the truthless ideal which have been instilled into them, and each time they come in contact with the real, they are bruised and wounded. (William Somerset Maugham)"
"총격을 당하기 전까지 나는 항상 내가 어느 곳에 온전히 존재한다기보다 반쯤만 존재한다고 생각했다. 내가 현실에서 사는 게 아니라, 텔레비전을 보고 있는 게 아닌가 항상 의심스러웠다. 총에 맞은 직후 그리고 그 후 계속 내가 텔레비전을 보고 있었다는 사실을 알았다. (앤디 워홀, 인생명언)","Before I was shot, I always thought that I was more half-there than all-there - I always suspected that I was watching TV instead of living life. Right when I was being shot and ever since, I knew that I was watching television. (Andy Warhol)"
"젊은이들이 더 열정적이라고 예단하는 것은 그 얼마나 큰 실수인가! (젊은이들은) 열정이 강한 것이 아니라 그 열정을 통제할 능력이 약할 뿐이다! 젊은이들은 쉽게 흥분하고 더 폭력적이며 겉만 번지르르하다. 하지만 더 원숙한 이들보다 활기차지 않고 인내심도 약하며 강렬한 집중력도 부족하다. (에드워드 불워 리튼, 인생명언)","What a mistake to suppose that the passions are strongest in youth! The passions are not stronger, but the control over them is weaker! They are more easily excited, they are more violent and apparent; but they have less energy, less durability, less intense and concentrated power than in the maturer life. (Edward Bulwer-Lytton)"
"어른이 된다는 건 착한 아이로 지낸다고 받는 상이 아니야. 승진이나 월급 인상이나 마찬가지로, 어른 대접을 받기 위해 노력하면서 몇 년을 허비할 수도 있어. 조금만 더 노력한다면, 조금만 더 착하게 행동한다면…하고 말이야. 아니, 어른이 된다는 건 네가 차지해야만 하는 거야. 스스로에게 주는 거지. (로이스 맥마스터 부욜, 인생명언)","Adulthood isn't an award they'll give you for being a good child. You can waste... years, trying to get someone to give that respect to you, as though it were a sort of promotion or raise in pay. If only you do enough, if only you are good enough. No. You have to just... take it. Give it to yourself, I suppose. (Lois McMaster Bujold)"
"아버지는 내게 남자가 되는 법을 가르쳐 주셨는데, 남자다움이나 남성우월주의를 주입시키는 방식은 아니었다. 아버지는 내게 진정한 남자란 받지 않고 베풀며, 힘이 아닌 논리를 사용하고, 문제를 일으키는 사람이 아닌 문제를 해결하는 사람이며, 그 중에서도 진정한 남자는 바지 속이 아니라 마음 속에 무엇이 있으냐에 따라 결정된다는 가장 중요한 가르침을 주셨다. (케빈 스미스, 인생명언)","My Father taught me how to be a man―and not by instilling in me a sense of machismo or an agenda of dominance. He taught me that a real man doesn't take, he gives; he doesn't use force, he uses logic; doesn't play the role of trouble-maker, but rather, trouble-shooter; and most importantly, a real man is defined by what's in his heart, not his pants. (Kevin Smith)"
"지구상 모든 인간은 비극을 안고 태어나는데, 그 비극이란 원죄가 아니에요. 인간은 어른이 되어야만 한다는 비극을 안고 태어나죠. 즉, 둥지와 안식을 떠나 삶이라는 전쟁터로 나서야 한다는 겁니다. 사랑스러운 모든 것을 잃고, 스스로 사랑스러운 것을 새로 만들어나가기 위한 싸움을 해야만 하는데, 실로 비극이 아닐 수 없어요. 많은 사람들은 이를 행할 용기가 없습니다. (헬렌 헤이스, 인생명언)","Every human being on this earth is born with a tragedy, and it isn't original sin. He's born with the tragedy that he has to grow up. That he has to leave the nest, the security, and go out to do battle. He has to lose everything that is lovely and fight for a new loveliness of his own making, and it's a tragedy. A lot of people don't have the courage to do it. (Helen Hayes)"
"""나의 인생이 내가 전하려는 메세지이다"" 이 것은 간디의 유명한 명언이다.","My life is my message,”3 is one of Gandhi’s more famous quotes."
"인생은 용서 속의 모험이다. (노먼 커즌즈, 용서명언)",Life is an adventure in forgiveness. (Norman Cousins)
"유머가 아예 없다면 인생을 불가능으로 바꾼다. (꼴레뜨, 희망명언)",Total absence of humor renders life impossible. (Colette)
"근면하지 않으면 인생에서 얻을 것이 없다. (호라티우스, 일명언)",Life grants nothing to us mortals without hard work. (Horace)
"인생이 어떻든 상관없이 인간은 복수를 꿈꾼다. (폴 고갱, 용서명언)","Life being what it is, one dreams of revenge. (Paul Gauguin)"
"당신 자신의 회복을 인생 최우선으로 삼으라. (로빈 노우드, 건강명언)",Make your own recovery the first priority in your life. (Robin Norwood)
"과학은 정리된 지식이다. 지혜는 정리된 인생이다. (임마누엘 칸트, 지혜명언)",Science is organized knowledge. Wisdom is organized life. (Immanuel Kant)
"인생에 대해 내가 말할 수 있는 전부는, 오 하나님, 즐기라는 거다! (밥 뉴하트, 행복명언)","All I can say about life is, Oh God, enjoy it! (Bob Newhart)"
"골프는 경기가 아니라 인생을 걸고 하는 선택이다. (찰스 로진, 스포츠명언)","Golf isn't a game, it's a choice that one makes with one's life. (Charles Rosin)"
"인생은 위험의 연속이다. (다이앤 프롤로브, 도전명언)",Life is a risk. (Diane Frolov)
"죽음을 그토록 두려워 말라. 못난 인생을 두려워 하라. (베르톨트 브레히트, 죽음명언)","Do not fear death so much, but rather the inadequate life. (Bertolt Brecht)"
"인생에 있어서 최고의 행복은 우리가 사랑 받고 있음을 확신하는 것이다. (빅터 위고, 사랑명언)",Life's greatest happiness is to be convinced we are loved. (Victor Hugo)
"인생을 다시 산다면 다음 번에는 더 많은 실수를 저지르리라 (나딘 스테어, 실패명언)",If I had my life to live over... I'd dare to make more mistakes next time. (Nadine Stair)
"다른 사람의 생각에 인생을 맞춰가는 것은 노예나 다름 없다. (라와나 블랙웰, 자유명언)",Patterning your life around other's opinions is nothing more than slavery. (Lawana Blackwell)
"슬픔은 찰나의 고뇌이며, 슬픔에 빠지면 인생을 망친다. (벤자민 디즈라엘리, 행복명언)","Grief is the agony of an instant, the indulgence of grief the blunder of a life. (Benjamin Disraeli)"
"여기(인생, 세상)에 규칙이란 없다. 우리는 무언가 이루려 노력하고 있을 뿐이다. (토마스 A. 에디슨, 일명언)",There are no rules here--we're trying to accomplish something. (Thomas A. Edison)
"인생은 고뇌와 고독, 고통으로 가득하다. 그리고 인생은 모두 너무 빨리 끝난다. (우디 알렌, 고독명언)","Life is full of misery, loneliness, and suffering - and it's all over much too soon. (Woody Allen)"
